SMILES,logSw,bitvector0,bitvector1,bitvector2,bitvector3,bitvector4,bitvector5,bitvector6,bitvector7,bitvector8,bitvector9,bitvector10,bitvector11,bitvector12,bitvector13,bitvector14,bitvector15,bitvector16,bitvector17,bitvector18,bitvector19,bitvector20,bitvector21,bitvector22,bitvector23,bitvector24,bitvector25,bitvector26,bitvector27,bitvector28,bitvector29,bitvector30,bitvector31,bitvector32,bitvector33,bitvector34,bitvector35,bitvector36,bitvector37,bitvector38,bitvector39,bitvector40,bitvector41,bitvector42,bitvector43,bitvector44,bitvector45,bitvector46,bitvector47,bitvector48,bitvector49,bitvector50,bitvector51,bitvector52,bitvector53,bitvector54,bitvector55,bitvector56,bitvector57,bitvector58,bitvector59,bitvector60,bitvector61,bitvector62,bitvector63,bitvector64,bitvector65,bitvector66,bitvector67,bitvector68,bitvector69,bitvector70,bitvector71,bitvector72,bitvector73,bitvector74,bitvector75,bitvector76,bitvector77,bitvector78,bitvector79,bitvector80,bitvector81,bitvector82,bitvector83,bitvector84,bitvector85,bitvector86,bitvector87,bitvector88,bitvector89,bitvector90,bitvector91,bitvector92,bitvector93,bitvector94,bitvector95,bitvector96,bitvector97,bitvector98,bitvector99,bitvector100,bitvector101,bitvector102,bitvector103,bitvector104,bitvector105,bitvector106,bitvector107,bitvector108,bitvector109,bitvector110,bitvector111,bitvector112,bitvector113,bitvector114,bitvector115,bitvector116,bitvector117,bitvector118,bitvector119,bitvector120,bitvector121,bitvector122,bitvector123,bitvector124,bitvector125,bitvector126,bitvector127,bitvector128,bitvector129,bitvector130,bitvector131,bitvector132,bitvector133,bitvector134,bitvector135,bitvector136,bitvector137,bitvector138,bitvector139,bitvector140,bitvector141,bitvector142,bitvector143,bitvector144,bitvector145,bitvector146,bitvector147,bitvector148,bitvector149,bitvector150,bitvector151,bitvector152,bitvector153,bitvector154,bitvector155,bitvector156,bitvector157,bitvector158,bitvector159,bitvector160,bitvector161,bitvector162,bitvector163,bitvector164,bitvector165,bitvector166,bitvector167,bitvector168,bitvector169,bitvector170,bitvector171,bitvector172,bitvector173,bitvector174,bitvector175,bitvector176,bitvector177,bitvector178,bitvector179,bitvector180,bitvector181,bitvector182,bitvector183,bitvector184,bitvector185,bitvector186,bitvector187,bitvector188,bitvector189,bitvector190,bitvector191,bitvector192,bitvector193,bitvector194,bitvector195,bitvector196,bitvector197,bitvector198,bitvector199,bitvector200,bitvector201,bitvector202,bitvector203,bitvector204,bitvector205,bitvector206,bitvector207,bitvector208,bitvector209,bitvector210,bitvector211,bitvector212,bitvector213,bitvector214,bitvector215,bitvector216,bitvector217,bitvector218,bitvector219,bitvector220,bitvector221,bitvector222,bitvector223,bitvector224,bitvector225,bitvector226,bitvector227,bitvector228,bitvector229,bitvector230,bitvector231,bitvector232,bitvector233,bitvector234,bitvector235,bitvector236,bitvector237,bitvector238,bitvector239,bitvector240,bitvector241,bitvector242,bitvector243,bitvector244,bitvector245,bitvector246,bitvector247,bitvector248,bitvector249,bitvector250,bitvector251,bitvector252,bitvector253,bitvector254,bitvector255,bitvector256,bitvector257,bitvector258,bitvector259,bitvector260,bitvector261,bitvector262,bitvector263,bitvector264,bitvector265,bitvector266,bitvector267,bitvector268,bitvector269,bitvector270,bitvector271,bitvector272,bitvector273,bitvector274,bitvector275,bitvector276,bitvector277,bitvector278,bitvector279,bitvector280,bitvector281,bitvector282,bitvector283,bitvector284,bitvector285,bitvector286,bitvector287,bitvector288,bitvector289,bitvector290,bitvector291,bitvector292,bitvector293,bitvector294,bitvector295,bitvector296,bitvector297,bitvector298,bitvector299,bitvector300,bitvector301,bitvector302,bitvector303,bitvector304,bitvector305,bitvector306,bitvector307,bitvector308,bitvector309,bitvector310,bitvector311,bitvector312,bitvector313,bitvector314,bitvector315,bitvector316,bitvector317,bitvector318,bitvector319,bitvector320,bitvector321,bitvector322,bitvector323,bitvector324,bitvector325,bitvector326,bitvector327,bitvector328,bitvector329,bitvector330,bitvector331,bitvector332,bitvector333,bitvector334,bitvector335,bitvector336,bitvector337,bitvector338,bitvector339,bitvector340,bitvector341,bitvector342,bitvector343,bitvector344,bitvector345,bitvector346,bitvector347,bitvector348,bitvector349,bitvector350,bitvector351,bitvector352,bitvector353,bitvector354,bitvector355,bitvector356,bitvector357,bitvector358,bitvector359,bitvector360,bitvector361,bitvector362,bitvector363,bitvector364,bitvector365,bitvector366,bitvector367,bitvector368,bitvector369,bitvector370,bitvector371,bitvector372,bitvector373,bitvector374,bitvector375,bitvector376,bitvector377,bitvector378,bitvector379,bitvector380,bitvector381,bitvector382,bitvector383,bitvector384,bitvector385,bitvector386,bitvector387,bitvector388,bitvector389,bitvector390,bitvector391,bitvector392,bitvector393,bitvector394,bitvector395,bitvector396,bitvector397,bitvector398,bitvector399,bitvector400,bitvector401,bitvector402,bitvector403,bitvector404,bitvector405,bitvector406,bitvector407,bitvector408,bitvector409,bitvector410,bitvector411,bitvector412,bitvector413,bitvector414,bitvector415,bitvector416,bitvector417,bitvector418,bitvector419,bitvector420,bitvector421,bitvector422,bitvector423,bitvector424,bitvector425,bitvector426,bitvector427,bitvector428,bitvector429,bitvector430,bitvector431,bitvector432,bitvector433,bitvector434,bitvector435,bitvector436,bitvector437,bitvector438,bitvector439,bitvector440,bitvector441,bitvector442,bitvector443,bitvector444,bitvector445,bitvector446,bitvector447,bitvector448,bitvector449,bitvector450,bitvector451,bitvector452,bitvector453,bitvector454,bitvector455,bitvector456,bitvector457,bitvector458,bitvector459,bitvector460,bitvector461,bitvector462,bitvector463,bitvector464,bitvector465,bitvector466,bitvector467,bitvector468,bitvector469,bitvector470,bitvector471,bitvector472,bitvector473,bitvector474,bitvector475,bitvector476,bitvector477,bitvector478,bitvector479,bitvector480,bitvector481,bitvector482,bitvector483,bitvector484,bitvector485,bitvector486,bitvector487,bitvector488,bitvector489,bitvector490,bitvector491,bitvector492,bitvector493,bitvector494,bitvector495,bitvector496,bitvector497,bitvector498,bitvector499,bitvector500,bitvector501,bitvector502,bitvector503,bitvector504,bitvector505,bitvector506,bitvector507,bitvector508,bitvector509,bitvector510,bitvector511,bitvector512,bitvector513,bitvector514,bitvector515,bitvector516,bitvector517,bitvector518,bitvector519,bitvector520,bitvector521,bitvector522,bitvector523,bitvector524,bitvector525,bitvector526,bitvector527,bitvector528,bitvector529,bitvector530,bitvector531,bitvector532,bitvector533,bitvector534,bitvector535,bitvector536,bitvector537,bitvector538,bitvector539,bitvector540,bitvector541,bitvector542,bitvector543,bitvector544,bitvector545,bitvector546,bitvector547,bitvector548,bitvector549,bitvector550,bitvector551,bitvector552,bitvector553,bitvector554,bitvector555,bitvector556,bitvector557,bitvector558,bitvector559,bitvector560,bitvector561,bitvector562,bitvector563,bitvector564,bitvector565,bitvector566,bitvector567,bitvector568,bitvector569,bitvector570,bitvector571,bitvector572,bitvector573,bitvector574,bitvector575,bitvector576,bitvector577,bitvector578,bitvector579,bitvector580,bitvector581,bitvector582,bitvector583,bitvector584,bitvector585,bitvector586,bitvector587,bitvector588,bitvector589,bitvector590,bitvector591,bitvector592,bitvector593,bitvector594,bitvector595,bitvector596,bitvector597,bitvector598,bitvector599,bitvector600,bitvector601,bitvector602,bitvector603,bitvector604,bitvector605,bitvector606,bitvector607,bitvector608,bitvector609,bitvector610,bitvector611,bitvector612,bitvector613,bitvector614,bitvector615,bitvector616,bitvector617,bitvector618,bitvector619,bitvector620,bitvector621,bitvector622,bitvector623,bitvector624,bitvector625,bitvector626,bitvector627,bitvector628,bitvector629,bitvector630,bitvector631,bitvector632,bitvector633,bitvector634,bitvector635,bitvector636,bitvector637,bitvector638,bitvector639,bitvector640,bitvector641,bitvector642,bitvector643,bitvector644,bitvector645,bitvector646,bitvector647,bitvector648,bitvector649,bitvector650,bitvector651,bitvector652,bitvector653,bitvector654,bitvector655,bitvector656,bitvector657,bitvector658,bitvector659,bitvector660,bitvector661,bitvector662,bitvector663,bitvector664,bitvector665,bitvector666,bitvector667,bitvector668,bitvector669,bitvector670,bitvector671,bitvector672,bitvector673,bitvector674,bitvector675,bitvector676,bitvector677,bitvector678,bitvector679,bitvector680,bitvector681,bitvector682,bitvector683,bitvector684,bitvector685,bitvector686,bitvector687,bitvector688,bitvector689,bitvector690,bitvector691,bitvector692,bitvector693,bitvector694,bitvector695,bitvector696,bitvector697,bitvector698,bitvector699,bitvector700,bitvector701,bitvector702,bitvector703,bitvector704,bitvector705,bitvector706,bitvector707,bitvector708,bitvector709,bitvector710,bitvector711,bitvector712,bitvector713,bitvector714,bitvector715,bitvector716,bitvector717,bitvector718,bitvector719,bitvector720,bitvector721,bitvector722,bitvector723,bitvector724,bitvector725,bitvector726,bitvector727,bitvector728,bitvector729,bitvector730,bitvector731,bitvector732,bitvector733,bitvector734,bitvector735,bitvector736,bitvector737,bitvector738,bitvector739,bitvector740,bitvector741,bitvector742,bitvector743,bitvector744,bitvector745,bitvector746,bitvector747,bitvector748,bitvector749,bitvector750,bitvector751,bitvector752,bitvector753,bitvector754,bitvector755,bitvector756,bitvector757,bitvector758,bitvector759,bitvector760,bitvector761,bitvector762,bitvector763,bitvector764,bitvector765,bitvector766,bitvector767,bitvector768,bitvector769,bitvector770,bitvector771,bitvector772,bitvector773,bitvector774,bitvector775,bitvector776,bitvector777,bitvector778,bitvector779,bitvector780,bitvector781,bitvector782,bitvector783,bitvector784,bitvector785,bitvector786,bitvector787,bitvector788,bitvector789,bitvector790,bitvector791,bitvector792,bitvector793,bitvector794,bitvector795,bitvector796,bitvector797,bitvector798,bitvector799,bitvector800,bitvector801,bitvector802,bitvector803,bitvector804,bitvector805,bitvector806,bitvector807,bitvector808,bitvector809,bitvector810,bitvector811,bitvector812,bitvector813,bitvector814,bitvector815,bitvector816,bitvector817,bitvector818,bitvector819,bitvector820,bitvector821,bitvector822,bitvector823,bitvector824,bitvector825,bitvector826,bitvector827,bitvector828,bitvector829,bitvector830,bitvector831,bitvector832,bitvector833,bitvector834,bitvector835,bitvector836,bitvector837,bitvector838,bitvector839,bitvector840,bitvector841,bitvector842,bitvector843,bitvector844,bitvector845,bitvector846,bitvector847,bitvector848,bitvector849,bitvector850,bitvector851,bitvector852,bitvector853,bitvector854,bitvector855,bitvector856,bitvector857,bitvector858,bitvector859,bitvector860,bitvector861,bitvector862,bitvector863,bitvector864,bitvector865,bitvector866,bitvector867,bitvector868,bitvector869,bitvector870,bitvector871,bitvector872,bitvector873,bitvector874,bitvector875,bitvector876,bitvector877,bitvector878,bitvector879,bitvector880,bitvector881,bitvector882,bitvector883,bitvector884,bitvector885,bitvector886,bitvector887,bitvector888,bitvector889,bitvector890,bitvector891,bitvector892,bitvector893,bitvector894,bitvector895,bitvector896,bitvector897,bitvector898,bitvector899,bitvector900,bitvector901,bitvector902,bitvector903,bitvector904,bitvector905,bitvector906,bitvector907,bitvector908,bitvector909,bitvector910,bitvector911,bitvector912,bitvector913,bitvector914,bitvector915,bitvector916,bitvector917,bitvector918,bitvector919,bitvector920,bitvector921,bitvector922,bitvector923,bitvector924,bitvector925,bitvector926,bitvector927,bitvector928,bitvector929,bitvector930,bitvector931,bitvector932,bitvector933,bitvector934,bitvector935,bitvector936,bitvector937,bitvector938,bitvector939,bitvector940,bitvector941,bitvector942,bitvector943,bitvector944,bitvector945,bitvector946,bitvector947,bitvector948,bitvector949,bitvector950,bitvector951,bitvector952,bitvector953,bitvector954,bitvector955,bitvector956,bitvector957,bitvector958,bitvector959,bitvector960,bitvector961,bitvector962,bitvector963,bitvector964,bitvector965,bitvector966,bitvector967,bitvector968,bitvector969,bitvector970,bitvector971,bitvector972,bitvector973,bitvector974,bitvector975,bitvector976,bitvector977,bitvector978,bitvector979,bitvector980,bitvector981,bitvector982,bitvector983,bitvector984,bitvector985,bitvector986,bitvector987,bitvector988,bitvector989,bitvector990,bitvector991,bitvector992,bitvector993,bitvector994,bitvector995,bitvector996,bitvector997,bitvector998,bitvector999,bitvector1000,bitvector1001,bitvector1002,bitvector1003,bitvector1004,bitvector1005,bitvector1006,bitvector1007,bitvector1008,bitvector1009,bitvector1010,bitvector1011,bitvector1012,bitvector1013,bitvector1014,bitvector1015,bitvector1016,bitvector1017,bitvector1018,bitvector1019,bitvector1020,bitvector1021,bitvector1022,bitvector1023
O(C)c1c(O)cc(C2OC(=O)c3c(cccc3)C2)cc1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0
O=C(NC(C(=O)OC)C(O)C)[C@@H](N)CC(=O)O,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
O=C(OCCNC(=O)C(N)CC(=O)O)C(C)C,3.1600001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
